business_unit,month,service,workload_count,allocated_cost_gbp,share_of_bu_pct,variance_vs_prior_month_pct
Infrastructure,2025-11-01,IMS Transaction Manager,2,4609.64,14.11,-10.53
Infrastructure,2025-11-01,JCL Scheduler,1,2102.58,6.44,-4.18
Infrastructure,2025-11-01,Kubernetes Service,1,681.95,2.09,-3.34
Infrastructure,2025-11-01,Log Analytics,1,305.72,0.94,-5.89
Infrastructure,2025-11-01,MQ for z/OS,1,300.5,0.92,-11.89
Infrastructure,2025-11-01,Machine Learning Platform,2,120.61,0.37,-6.05
Infrastructure,2025-11-01,Managed PostgreSQL,1,71.53,0.22,-6.8
Infrastructure,2025-11-01,Message Queue,2,1196.37,3.66,-4.34
Infrastructure,2025-11-01,Object Storage,1,118.55,0.36,-7.01
Infrastructure,2025-11-01,Oracle Database,1,549.62,1.68,-4.91
Infrastructure,2025-11-01,Serverless Functions,2,203.31,0.62,-8.84
Infrastructure,2025-11-01,Streaming Ingest,1,311.41,0.95,-3.74
Infrastructure,2025-11-01,Sysplex Coupling,1,854.05,2.61,-7.98
Infrastructure,2025-11-01,VMware vSphere,1,472.1,1.44,-4.87
Infrastructure,2025-11-01,VSAM Storage,4,5599.4,17.14,-7.95
Infrastructure,2025-11-01,WebSphere Application Server,1,53.46,0.16,-9.39
Infrastructure,2025-11-01,Windows Server,1,63.0,0.19,-4.2
Infrastructure,2025-11-01,z/OS Connect,3,7322.75,22.41,-9.26
Infrastructure,2025-12-01,Active Directory,1,219.36,0.59,7.62
Infrastructure,2025-12-01,COBOL Batch,1,3882.32,10.53,10.94
Infrastructure,2025-12-01,Compute Instances,1,268.56,0.73,8.72
Infrastructure,2025-12-01,Container Registry,1,204.3,0.55,6.67
Infrastructure,2025-12-01,Content Delivery,1,116.33,0.32,1.55
Infrastructure,2025-12-01,Data Warehouse,2,144.25,0.39,2.17
Infrastructure,2025-12-01,Db2 for z/OS,1,3597.71,9.76,15.51
Infrastructure,2025-12-01,F5 Load Balancing,1,237.16,0.64,6.16
Infrastructure,2025-12-01,IMS Transaction Manager,2,5363.7,14.55,16.36
Infrastructure,2025-12-01,JCL Scheduler,1,2334.2,6.33,11.02
Infrastructure,2025-12-01,Kubernetes Service,1,732.92,1.99,7.47
Infrastructure,2025-12-01,Log Analytics,1,325.24,0.88,6.38
Infrastructure,2025-12-01,MQ for z/OS,1,364.69,0.99,21.36
Infrastructure,2025-12-01,Machine Learning Platform,2,133.46,0.36,10.65
Infrastructure,2025-12-01,Managed PostgreSQL,1,79.01,0.21,10.46
Infrastructure,2025-12-01,Message Queue,2,1225.01,3.32,2.39
Infrastructure,2025-12-01,Object Storage,1,126.38,0.34,6.6
Infrastructure,2025-12-01,Oracle Database,1,572.41,1.55,4.15
Infrastructure,2025-12-01,Serverless Functions,2,217.65,0.59,7.05
Infrastructure,2025-12-01,Streaming Ingest,1,327.37,0.89,5.13
Infrastructure,2025-12-01,Sysplex Coupling,1,960.64,2.61,12.48
Infrastructure,2025-12-01,VMware vSphere,1,508.74,1.38,7.76
Infrastructure,2025-12-01,VSAM Storage,4,6486.34,17.59,15.84
Infrastructure,2025-12-01,WebSphere Application Server,1,57.22,0.16,7.03
Infrastructure,2025-12-01,Windows Server,1,68.14,0.18,8.16
Infrastructure,2025-12-01,z/OS Connect,3,8320.37,22.56,13.62
Infrastructure,2026-01-01,Active Directory,1,215.14,0.62,-1.92
Infrastructure,2026-01-01,COBOL Batch,1,3567.09,10.27,-8.12
Infrastructure,2026-01-01,Compute Instances,1,264.67,0.76,-1.45
Infrastructure,2026-01-01,Container Registry,1,206.91,0.6,1.28
Infrastructure,2026-01-01,Content Delivery,1,120.01,0.35,3.16
Infrastructure,2026-01-01,Data Warehouse,2,142.04,0.41,-1.53
Infrastructure,2026-01-01,Db2 for z/OS,1,3302.93,9.51,-8.19
Infrastructure,2026-01-01,F5 Load Balancing,1,224.94,0.65,-5.15
Infrastructure,2026-01-01,IMS Transaction Manager,2,4889.16,14.07,-8.85
Infrastructure,2026-01-01,JCL Scheduler,1,2149.07,6.18,-7.93
Infrastructure,2026-01-01,Kubernetes Service,1,709.97,2.04,-3.13
Infrastructure,2026-01-01,Log Analytics,1,316.17,0.91,-2.79
Infrastructure,2026-01-01,MQ for z/OS,1,330.69,0.95,-9.32
Infrastructure,2026-01-01,Machine Learning Platform,2,128.18,0.37,-3.96
Infrastructure,2026-01-01,Managed PostgreSQL,1,75.85,0.22,-4.0
Infrastructure,2026-01-01,Message Queue,2,1271.33,3.66,3.78
Infrastructure,2026-01-01,Object Storage,1,122.4,0.35,-3.15
Infrastructure,2026-01-01,Oracle Database,1,566.43,1.63,-1.04
Infrastructure,2026-01-01,Serverless Functions,2,212.74,0.61,-2.26
Infrastructure,2026-01-01,Streaming Ingest,1,318.47,0.92,-2.72
Infrastructure,2026-01-01,Sysplex Coupling,1,895.43,2.58,-6.79
Infrastructure,2026-01-01,VMware vSphere,1,490.79,1.41,-3.53
Infrastructure,2026-01-01,VSAM Storage,4,6009.68,17.29,-7.35
Infrastructure,2026-01-01,WebSphere Application Server,1,56.3,0.16,-1.61
Infrastructure,2026-01-01,Windows Server,1,64.67,0.19,-5.09
Infrastructure,2026-01-01,z/OS Connect,3,8097.28,23.3,-2.68
Infrastructure,2026-02-01,Active Directory,1,196.86,0.62,-8.5
Infrastructure,2026-02-01,COBOL Batch,1,3423.75,10.84,-4.02
Infrastructure,2026-02-01,Compute Instances,1,243.76,0.77,-7.9
Infrastructure,2026-02-01,Container Registry,1,185.04,0.59,-10.57
Infrastructure,2026-02-01,Content Delivery,1,109.25,0.35,-8.97
Infrastructure,2026-02-01,Data Warehouse,2,127.69,0.4,-10.1
Infrastructure,2026-02-01,Db2 for z/OS,1,3040.05,9.62,-7.96
Infrastructure,2026-02-01,F5 Load Balancing,1,211.55,0.67,-5.95
Infrastructure,2026-02-01,IMS Transaction Manager,2,4469.96,14.15,-8.57
Infrastructure,2026-02-01,JCL Scheduler,1,1985.09,6.28,-7.63
Infrastructure,2026-02-01,Kubernetes Service,1,655.26,2.07,-7.71
Infrastructure,2026-02-01,Log Analytics,1,285.67,0.9,-9.65
Infrastructure,2026-02-01,MQ for z/OS,1,307.4,0.97,-7.04
Infrastructure,2026-02-01,Machine Learning Platform,2,114.5,0.36,-10.67
Infrastructure,2026-02-01,Managed PostgreSQL,1,70.37,0.22,-7.22
Infrastructure,2026-02-01,Message Queue,2,1115.61,3.53,-12.25
Infrastructure,2026-02-01,Object Storage,1,108.81,0.34,-11.1
Infrastructure,2026-02-01,Oracle Database,1,509.25,1.61,-10.09
Infrastructure,2026-02-01,Serverless Functions,2,196.21,0.62,-7.77
Infrastructure,2026-02-01,Streaming Ingest,1,283.6,0.9,-10.95
Infrastructure,2026-02-01,Sysplex Coupling,1,835.67,2.64,-6.67
Infrastructure,2026-02-01,VMware vSphere,1,443.53,1.4,-9.63
Infrastructure,2026-02-01,VSAM Storage,4,5444.78,17.23,-9.4
Infrastructure,2026-02-01,WebSphere Application Server,1,51.29,0.16,-8.9
Infrastructure,2026-02-01,Windows Server,1,59.17,0.19,-8.5
Infrastructure,2026-02-01,z/OS Connect,3,7120.98,22.54,-12.06
Infrastructure,2026-03-01,Active Directory,1,214.69,0.59,9.06
Infrastructure,2026-03-01,COBOL Batch,1,3881.33,10.69,13.36
Infrastructure,2026-03-01,Compute Instances,1,258.73,0.71,6.14
Infrastructure,2026-03-01,Container Registry,1,198.96,0.55,7.52
Infrastructure,2026-03-01,Content Delivery,1,118.07,0.33,8.07
Infrastructure,2026-03-01,Data Warehouse,2,141.76,0.39,11.02
Infrastructure,2026-03-01,Db2 for z/OS,1,3558.23,9.8,17.05
Infrastructure,2026-03-01,F5 Load Balancing,1,236.22,0.65,11.66
Infrastructure,2026-03-01,IMS Transaction Manager,2,5195.92,14.31,16.24
Infrastructure,2026-03-01,JCL Scheduler,1,2292.8,6.31,15.5
Infrastructure,2026-03-01,Kubernetes Service,1,725.24,2.0,10.68
Infrastructure,2026-03-01,Log Analytics,1,321.25,0.88,12.45
Infrastructure,2026-03-01,MQ for z/OS,1,357.08,0.98,16.16
Infrastructure,2026-03-01,Machine Learning Platform,2,128.8,0.35,12.49
Infrastructure,2026-03-01,Managed PostgreSQL,1,76.14,0.21,8.2
Infrastructure,2026-03-01,Message Queue,2,1239.28,3.41,11.09
Infrastructure,2026-03-01,Object Storage,1,124.53,0.34,14.45
Infrastructure,2026-03-01,Oracle Database,1,552.62,1.52,8.52
Infrastructure,2026-03-01,Serverless Functions,2,220.17,0.61,12.21
Infrastructure,2026-03-01,Streaming Ingest,1,325.29,0.9,14.7
Infrastructure,2026-03-01,Sysplex Coupling,1,931.15,2.56,11.43
Infrastructure,2026-03-01,VMware vSphere,1,497.96,1.37,12.27
Infrastructure,2026-03-01,VSAM Storage,4,6246.58,17.2,14.73
Infrastructure,2026-03-01,WebSphere Application Server,1,56.62,0.16,10.39
Infrastructure,2026-03-01,Windows Server,1,65.47,0.18,10.65
Infrastructure,2026-03-01,z/OS Connect,3,8356.44,23.01,17.35
Infrastructure,2026-04-01,Active Directory,1,212.59,0.62,-0.98
Infrastructure,2026-04-01,COBOL Batch,1,3571.49,10.4,-7.98
Infrastructure,2026-04-01,Compute Instances,1,266.44,0.78,2.98
Infrastructure,2026-04-01,Container Registry,1,199.26,0.58,0.15
Infrastructure,2026-04-01,Content Delivery,1,119.36,0.35,1.09
Infrastructure,2026-04-01,Data Warehouse,2,142.75,0.42,0.7
Infrastructure,2026-04-01,Db2 for z/OS,1,3350.48,9.75,-5.84
Infrastructure,2026-04-01,F5 Load Balancing,1,233.34,0.68,-1.22
Infrastructure,2026-04-01,IMS Transaction Manager,2,5036.31,14.66,-3.07
Infrastructure,2026-04-01,JCL Scheduler,1,2195.85,6.39,-4.23
Infrastructure,2026-04-01,Kubernetes Service,1,701.24,2.04,-3.31
Infrastructure,2026-04-01,Log Analytics,1,314.36,0.92,-2.14
Infrastructure,2026-04-01,MQ for z/OS,1,327.17,0.95,-8.38
Infrastructure,2026-04-01,Machine Learning Platform,2,125.65,0.37,-2.45
Infrastructure,2026-04-01,Managed PostgreSQL,1,71.94,0.21,-5.52
Infrastructure,2026-04-01,Message Queue,2,1211.76,3.53,-2.22
Infrastructure,2026-04-01,Object Storage,1,122.31,0.36,-1.78
Infrastructure,2026-04-01,Oracle Database,1,550.11,1.6,-0.45
Infrastructure,2026-04-01,Serverless Functions,2,212.72,0.62,-3.38
Infrastructure,2026-04-01,Streaming Ingest,1,319.99,0.93,-1.63
Infrastructure,2026-04-01,Sysplex Coupling,1,899.03,2.62,-3.45
Infrastructure,2026-04-01,VMware vSphere,1,487.18,1.42,-2.16
Infrastructure,2026-04-01,VSAM Storage,4,5914.85,17.22,-5.31
Infrastructure,2026-04-01,WebSphere Application Server,1,54.96,0.16,-2.93
Infrastructure,2026-04-01,Windows Server,1,62.93,0.18,-3.88
Infrastructure,2026-04-01,z/OS Connect,3,7649.1,22.27,-8.46
Infrastructure,2026-05-01,Active Directory,1,208.72,0.62,-1.82
Infrastructure,2026-05-01,COBOL Batch,1,3643.47,10.75,2.02
Infrastructure,2026-05-01,Compute Instances,1,256.6,0.76,-3.69
Infrastructure,2026-05-01,Container Registry,1,199.71,0.59,0.23
Infrastructure,2026-05-01,Content Delivery,1,118.96,0.35,-0.34
Infrastructure,2026-05-01,Data Warehouse,2,145.56,0.43,1.97
Infrastructure,2026-05-01,Db2 for z/OS,1,3390.55,10.0,1.2
Infrastructure,2026-05-01,F5 Load Balancing,1,235.17,0.69,0.78
Infrastructure,2026-05-01,IMS Transaction Manager,2,4779.36,14.1,-5.1
Infrastructure,2026-05-01,JCL Scheduler,1,2072.94,6.12,-5.6
Infrastructure,2026-05-01,Kubernetes Service,1,698.94,2.06,-0.33
Infrastructure,2026-05-01,Log Analytics,1,314.55,0.93,0.06
Infrastructure,2026-05-01,MQ for z/OS,1,326.68,0.96,-0.15
Infrastructure,2026-05-01,Machine Learning Platform,2,123.55,0.36,-1.67
Infrastructure,2026-05-01,Managed PostgreSQL,1,74.87,0.22,4.07
Infrastructure,2026-05-01,Message Queue,2,1249.65,3.69,3.13
Infrastructure,2026-05-01,Object Storage,1,122.46,0.36,0.12
Infrastructure,2026-05-01,Oracle Database,1,580.63,1.71,5.55
Infrastructure,2026-05-01,Serverless Functions,2,211.25,0.62,-0.69
Infrastructure,2026-05-01,Streaming Ingest,1,309.3,0.91,-3.34
Infrastructure,2026-05-01,Sysplex Coupling,1,842.53,2.49,-6.28
Infrastructure,2026-05-01,VMware vSphere,1,468.33,1.38,-3.87
Infrastructure,2026-05-01,VSAM Storage,4,5645.84,16.66,-4.55
Infrastructure,2026-05-01,WebSphere Application Server,1,54.88,0.16,-0.15
Infrastructure,2026-05-01,Windows Server,1,67.12,0.2,6.66
Infrastructure,2026-05-01,z/OS Connect,3,7752.36,22.87,1.35
Infrastructure,2026-06-01,Active Directory,1,214.27,0.6,2.66
Infrastructure,2026-06-01,COBOL Batch,1,3859.29,10.78,5.92
Infrastructure,2026-06-01,Compute Instances,1,265.67,0.74,3.53
Infrastructure,2026-06-01,Container Registry,1,204.72,0.57,2.51
Infrastructure,2026-06-01,Content Delivery,1,112.94,0.32,-5.06
Infrastructure,2026-06-01,Data Warehouse,2,144.03,0.4,-1.05
Infrastructure,2026-06-01,Db2 for z/OS,1,3538.81,9.88,4.37
Infrastructure,2026-06-01,F5 Load Balancing,1,237.0,0.66,0.78
Infrastructure,2026-06-01,IMS Transaction Manager,2,5144.06,14.37,7.63
Infrastructure,2026-06-01,JCL Scheduler,1,2260.15,6.31,9.03
Infrastructure,2026-06-01,Kubernetes Service,1,694.43,1.94,-0.65
Infrastructure,2026-06-01,Log Analytics,1,300.5,0.84,-4.47
Infrastructure,2026-06-01,MQ for z/OS,1,355.71,0.99,8.89
Infrastructure,2026-06-01,Machine Learning Platform,2,124.37,0.35,0.66
Infrastructure,2026-06-01,Managed PostgreSQL,1,74.2,0.21,-0.89
Infrastructure,2026-06-01,Message Queue,2,1227.33,3.43,-1.79
Infrastructure,2026-06-01,Object Storage,1,120.66,0.34,-1.47
Infrastructure,2026-06-01,Oracle Database,1,545.79,1.52,-6.0
Infrastructure,2026-06-01,Serverless Functions,2,210.97,0.59,-0.13
Infrastructure,2026-06-01,Streaming Ingest,1,313.63,0.88,1.4
Infrastructure,2026-06-01,Sysplex Coupling,1,951.24,2.66,12.9
Infrastructure,2026-06-01,VMware vSphere,1,482.96,1.35,3.12
Infrastructure,2026-06-01,VSAM Storage,4,6274.78,17.52,11.14
Infrastructure,2026-06-01,WebSphere Application Server,1,56.48,0.16,2.92
Infrastructure,2026-06-01,Windows Server,1,66.13,0.18,-1.47
Infrastructure,2026-06-01,z/OS Connect,3,8026.41,22.42,3.54
Infrastructure,2026-07-01,Active Directory,1,219.15,0.62,2.28
Infrastructure,2026-07-01,COBOL Batch,1,3738.8,10.57,-3.12
Infrastructure,2026-07-01,Compute Instances,1,263.23,0.74,-0.92
Infrastructure,2026-07-01,Container Registry,1,208.77,0.59,1.98
Infrastructure,2026-07-01,Content Delivery,1,118.49,0.33,4.91
Infrastructure,2026-07-01,Data Warehouse,2,147.85,0.42,2.65
Infrastructure,2026-07-01,Db2 for z/OS,1,3306.22,9.35,-6.57
Infrastructure,2026-07-01,F5 Load Balancing,1,243.23,0.69,2.63
Infrastructure,2026-07-01,IMS Transaction Manager,2,5089.04,14.39,-1.07
Infrastructure,2026-07-01,JCL Scheduler,1,2189.49,6.19,-3.13
Infrastructure,2026-07-01,Kubernetes Service,1,715.34,2.02,3.01
Infrastructure,2026-07-01,Log Analytics,1,323.32,0.91,7.59
Infrastructure,2026-07-01,MQ for z/OS,1,346.58,0.98,-2.57
Infrastructure,2026-07-01,Machine Learning Platform,2,123.01,0.35,-1.09
Infrastructure,2026-07-01,Managed PostgreSQL,1,77.43,0.22,4.35
Infrastructure,2026-07-01,Message Queue,2,1259.86,3.56,2.65
Infrastructure,2026-07-01,Object Storage,1,124.33,0.35,3.04
Infrastructure,2026-07-01,Oracle Database,1,575.82,1.63,5.5
Infrastructure,2026-07-01,Serverless Functions,2,221.3,0.63,4.9
Infrastructure,2026-07-01,Streaming Ingest,1,336.2,0.95,7.2
Infrastructure,2026-07-01,Sysplex Coupling,1,924.78,2.61,-2.78
Infrastructure,2026-07-01,VMware vSphere,1,495.5,1.4,2.6
Infrastructure,2026-07-01,VSAM Storage,4,6041.99,17.08,-3.71
Infrastructure,2026-07-01,WebSphere Application Server,1,57.47,0.16,1.75
Infrastructure,2026-07-01,Windows Server,1,67.46,0.19,2.01
Infrastructure,2026-07-01,z/OS Connect,3,8157.92,23.06,1.64
Infrastructure,2026-08-01,Active Directory,1,216.62,0.63,-1.15
Infrastructure,2026-08-01,COBOL Batch,1,3620.28,10.46,-3.17
Infrastructure,2026-08-01,Compute Instances,1,266.41,0.77,1.21
Infrastructure,2026-08-01,Container Registry,1,201.42,0.58,-3.52
Infrastructure,2026-08-01,Content Delivery,1,117.38,0.34,-0.94
Infrastructure,2026-08-01,Data Warehouse,2,144.82,0.42,-2.05
Infrastructure,2026-08-01,Db2 for z/OS,1,3423.04,9.89,3.53
Infrastructure,2026-08-01,F5 Load Balancing,1,238.45,0.69,-1.97
Infrastructure,2026-08-01,IMS Transaction Manager,2,4998.98,14.45,-1.77
Infrastructure,2026-08-01,JCL Scheduler,1,2159.77,6.24,-1.36
Infrastructure,2026-08-01,Kubernetes Service,1,705.9,2.04,-1.32
Infrastructure,2026-08-01,Log Analytics,1,314.04,0.91,-2.87
Infrastructure,2026-08-01,MQ for z/OS,1,350.93,1.01,1.26
Infrastructure,2026-08-01,Machine Learning Platform,2,127.3,0.37,3.49
Infrastructure,2026-08-01,Managed PostgreSQL,1,73.99,0.21,-4.44
Infrastructure,2026-08-01,Message Queue,2,1225.44,3.54,-2.73
Infrastructure,2026-08-01,Object Storage,1,121.36,0.35,-2.39
Infrastructure,2026-08-01,Oracle Database,1,568.48,1.64,-1.27
Infrastructure,2026-08-01,Serverless Functions,2,206.5,0.6,-6.69
Infrastructure,2026-08-01,Streaming Ingest,1,319.19,0.92,-5.06
Infrastructure,2026-08-01,Sysplex Coupling,1,881.81,2.55,-4.65
Infrastructure,2026-08-01,VMware vSphere,1,470.99,1.36,-4.95
Infrastructure,2026-08-01,VSAM Storage,4,5747.43,16.61,-4.88
Infrastructure,2026-08-01,WebSphere Application Server,1,54.48,0.16,-5.2
Infrastructure,2026-08-01,Windows Server,1,68.81,0.2,2.0
Infrastructure,2026-08-01,z/OS Connect,3,7973.21,23.05,-2.26
Infrastructure,2026-09-01,Active Directory,1,212.21,0.59,-2.04
Infrastructure,2026-09-01,COBOL Batch,1,3912.42,10.93,8.07
Infrastructure,2026-09-01,Compute Instances,1,258.85,0.72,-2.84
Infrastructure,2026-09-01,Container Registry,1,190.25,0.53,-5.55
Infrastructure,2026-09-01,Content Delivery,1,118.95,0.33,1.34
Infrastructure,2026-09-01,Data Warehouse,2,137.98,0.39,-4.72
Infrastructure,2026-09-01,Db2 for z/OS,1,3436.26,9.6,0.39
Infrastructure,2026-09-01,F5 Load Balancing,1,238.82,0.67,0.16
Infrastructure,2026-09-01,IMS Transaction Manager,2,5142.07,14.36,2.86
Infrastructure,2026-09-01,JCL Scheduler,1,2257.69,6.31,4.53
Infrastructure,2026-09-01,Kubernetes Service,1,687.21,1.92,-2.65
Infrastructure,2026-09-01,Log Analytics,1,312.55,0.87,-0.47
Infrastructure,2026-09-01,MQ for z/OS,1,364.29,1.02,3.81
Infrastructure,2026-09-01,Machine Learning Platform,2,125.06,0.35,-1.76
Infrastructure,2026-09-01,Managed PostgreSQL,1,73.0,0.2,-1.34
Infrastructure,2026-09-01,Message Queue,2,1258.32,3.51,2.68
Infrastructure,2026-09-01,Object Storage,1,123.1,0.34,1.43
Infrastructure,2026-09-01,Oracle Database,1,534.36,1.49,-6.0
Infrastructure,2026-09-01,Serverless Functions,2,210.06,0.59,1.72
Infrastructure,2026-09-01,Streaming Ingest,1,319.21,0.89,0.01
Infrastructure,2026-09-01,Sysplex Coupling,1,900.65,2.52,2.14
Infrastructure,2026-09-01,VMware vSphere,1,478.47,1.34,1.59
Infrastructure,2026-09-01,VSAM Storage,4,6144.34,17.16,6.91
Infrastructure,2026-09-01,WebSphere Application Server,1,52.91,0.15,-2.88
Infrastructure,2026-09-01,Windows Server,1,64.53,0.18,-6.22
Infrastructure,2026-09-01,z/OS Connect,3,8246.21,23.03,3.42
Insurance,2025-10-01,API Gateway,4,1664.2,2.27,
Insurance,2025-10-01,Active Directory,1,416.22,0.57,
Insurance,2025-10-01,CICS Transaction Server,1,8679.96,11.83,
Insurance,2025-10-01,COBOL Batch,1,2164.04,2.95,
Insurance,2025-10-01,Compute Instances,2,604.32,0.82,
Insurance,2025-10-01,Container Registry,2,330.06,0.45,
Insurance,2025-10-01,Content Delivery,1,187.06,0.25,
Insurance,2025-10-01,Data Warehouse,2,595.78,0.81,
Insurance,2025-10-01,IMS Transaction Manager,1,2446.66,3.33,
Insurance,2025-10-01,JCL Scheduler,2,2655.97,3.62,
Insurance,2025-10-01,Kubernetes Service,4,602.22,0.82,
Insurance,2025-10-01,MQ for z/OS,1,6010.83,8.19,
Insurance,2025-10-01,Message Queue,1,122.81,0.17,
Insurance,2025-10-01,NetApp Storage,2,124.44,0.17,
Insurance,2025-10-01,Object Storage,5,4828.72,6.58,
Insurance,2025-10-01,Oracle Database,3,319.96,0.44,
Insurance,2025-10-01,RACF Security,1,4420.04,6.02,
Insurance,2025-10-01,Red Hat Enterprise Linux,1,135.5,0.18,
Insurance,2025-10-01,SMF Analytics,4,9731.2,13.26,
Insurance,2025-10-01,Secrets Manager,1,174.26,0.24,
Insurance,2025-10-01,Serverless Functions,1,44.88,0.06,
Insurance,2025-10-01,Streaming Ingest,1,714.48,0.97,
Insurance,2025-10-01,Tape Virtualisation,2,3088.65,4.21,
Insurance,2025-10-01,Tomcat,1,61.17,0.08,
Insurance,2025-10-01,VSAM Storage,2,21674.81,29.53,
Insurance,2025-10-01,Veeam Backup,5,979.36,1.33,
Insurance,2025-10-01,Windows Server,1,612.35,0.83,
Insurance,2025-11-01,API Gateway,4,1597.86,2.35,-3.99
Insurance,2025-11-01,Active Directory,1,397.62,0.58,-4.47
Insurance,2025-11-01,CICS Transaction Server,1,7850.38,11.55,-9.56
Insurance,2025-11-01,COBOL Batch,1,2030.95,2.99,-6.15
Insurance,2025-11-01,Compute Instances,2,540.49,0.8,-10.56
Insurance,2025-11-01,Container Registry,2,315.7,0.46,-4.35
Insurance,2025-11-01,Content Delivery,1,175.07,0.26,-6.41
Insurance,2025-11-01,Data Warehouse,2,556.49,0.82,-6.59
Insurance,2025-11-01,IMS Transaction Manager,1,2242.2,3.3,-8.36
Insurance,2025-11-01,JCL Scheduler,2,2536.87,3.73,-4.48
Insurance,2025-11-01,Kubernetes Service,4,558.23,0.82,-7.3
Insurance,2025-11-01,MQ for z/OS,1,5780.54,8.5,-3.83
Insurance,2025-11-01,Message Queue,1,119.36,0.18,-2.81
Insurance,2025-11-01,NetApp Storage,2,115.82,0.17,-6.93
Insurance,2025-11-01,Object Storage,5,4614.32,6.79,-4.44
Insurance,2025-11-01,Oracle Database,3,306.25,0.45,-4.28
Insurance,2025-11-01,RACF Security,1,4086.14,6.01,-7.55
Insurance,2025-11-01,Red Hat Enterprise Linux,1,124.6,0.18,-8.04
Insurance,2025-11-01,SMF Analytics,4,9076.49,13.35,-6.73
Insurance,2025-11-01,Secrets Manager,1,159.98,0.24,-8.19
Insurance,2025-11-01,Serverless Functions,1,42.46,0.06,-5.39
Insurance,2025-11-01,Streaming Ingest,1,658.89,0.97,-7.78
Insurance,2025-11-01,Tape Virtualisation,2,2764.61,4.07,-10.49
Insurance,2025-11-01,Tomcat,1,56.8,0.08,-7.14
Insurance,2025-11-01,VSAM Storage,2,19760.38,29.07,-8.83
Insurance,2025-11-01,Veeam Backup,5,921.1,1.36,-5.95
Insurance,2025-11-01,Windows Server,1,581.62,0.86,-5.02
Insurance,2025-12-01,API Gateway,4,1681.5,2.21,5.23
Insurance,2025-12-01,Active Directory,1,413.54,0.54,4.0
Insurance,2025-12-01,CICS Transaction Server,1,9040.37,11.88,15.16
Insurance,2025-12-01,COBOL Batch,1,2457.34,3.23,20.99
Insurance,2025-12-01,Compute Instances,2,600.24,0.79,11.05
Insurance,2025-12-01,Container Registry,2,335.41,0.44,6.24
Insurance,2025-12-01,Content Delivery,1,194.71,0.26,11.22
Insurance,2025-12-01,Data Warehouse,2,599.33,0.79,7.7
Insurance,2025-12-01,IMS Transaction Manager,1,2520.25,3.31,12.4
Insurance,2025-12-01,JCL Scheduler,2,2797.02,3.68,10.25
Insurance,2025-12-01,Kubernetes Service,4,594.79,0.78,6.55
Insurance,2025-12-01,MQ for z/OS,1,6116.32,8.04,5.81
Insurance,2025-12-01,Message Queue,1,120.21,0.16,0.71
Insurance,2025-12-01,NetApp Storage,2,128.46,0.17,10.91
Insurance,2025-12-01,Object Storage,5,4782.09,6.28,3.64
Insurance,2025-12-01,Oracle Database,3,326.01,0.43,6.45
Insurance,2025-12-01,RACF Security,1,4781.27,6.28,17.01
Insurance,2025-12-01,Red Hat Enterprise Linux,1,135.47,0.18,8.72
Insurance,2025-12-01,SMF Analytics,4,10077.21,13.24,11.03
Insurance,2025-12-01,Secrets Manager,1,172.15,0.23,7.61
Insurance,2025-12-01,Serverless Functions,1,44.88,0.06,5.7
Insurance,2025-12-01,Streaming Ingest,1,728.41,0.96,10.55
Insurance,2025-12-01,Tape Virtualisation,2,3055.82,4.02,10.53
Insurance,2025-12-01,Tomcat,1,60.23,0.08,6.04
Insurance,2025-12-01,VSAM Storage,2,22748.1,29.9,15.12
Insurance,2025-12-01,Veeam Backup,5,972.55,1.28,5.59
Insurance,2025-12-01,Windows Server,1,608.38,0.8,4.6
Insurance,2026-01-01,API Gateway,4,1658.28,2.33,-1.38
Insurance,2026-01-01,Active Directory,1,433.91,0.61,4.93
Insurance,2026-01-01,CICS Transaction Server,1,8681.62,12.2,-3.97
Insurance,2026-01-01,COBOL Batch,1,2139.77,3.01,-12.92
Insurance,2026-01-01,Compute Instances,2,597.57,0.84,-0.44
Insurance,2026-01-01,Container Registry,2,326.47,0.46,-2.67
Insurance,2026-01-01,Content Delivery,1,196.32,0.28,0.83
Insurance,2026-01-01,Data Warehouse,2,605.79,0.85,1.08
Insurance,2026-01-01,IMS Transaction Manager,1,2287.36,3.21,-9.24
Insurance,2026-01-01,JCL Scheduler,2,2622.14,3.69,-6.25
Insurance,2026-01-01,Kubernetes Service,4,590.89,0.83,-0.66
Insurance,2026-01-01,MQ for z/OS,1,5822.45,8.18,-4.8
Insurance,2026-01-01,Message Queue,1,124.79,0.18,3.81
Insurance,2026-01-01,NetApp Storage,2,128.75,0.18,0.23
Insurance,2026-01-01,Object Storage,5,4709.97,6.62,-1.51
Insurance,2026-01-01,Oracle Database,3,310.73,0.44,-4.69
Insurance,2026-01-01,RACF Security,1,4272.41,6.0,-10.64
Insurance,2026-01-01,Red Hat Enterprise Linux,1,137.36,0.19,1.4
Insurance,2026-01-01,SMF Analytics,4,9551.52,13.42,-5.22
Insurance,2026-01-01,Secrets Manager,1,173.0,0.24,0.49
Insurance,2026-01-01,Serverless Functions,1,44.78,0.06,-0.22
Insurance,2026-01-01,Streaming Ingest,1,666.72,0.94,-8.47
Insurance,2026-01-01,Tape Virtualisation,2,2966.8,4.17,-2.91
Insurance,2026-01-01,Tomcat,1,58.24,0.08,-3.3
Insurance,2026-01-01,VSAM Storage,2,20476.05,28.78,-9.99
Insurance,2026-01-01,Veeam Backup,5,966.32,1.36,-0.64
