declaration_id,member_id,authority,register_held_by,ward,role,committee,declaration_category,declaration_detail,withheld,registered_date,last_updated_date
D-002249,M-00730,Cambridgeshire County Council,Cambridgeshire County Council,Warboys,Committee Member,Audit and Governance,Directorship,Directorship declared in the register,False,2023-08-05,2024-08-02
D-002250,M-00730,Cambridgeshire County Council,Cambridgeshire County Council,Warboys,Committee Member,Health and Wellbeing,Membership of a political party,Membership of a political party declared in the register,False,2023-05-13,2024-05-31
D-002251,M-00731,Ramsey Town Council,Huntingdonshire District Council,Huntingdon North,Councillor,Overview and Scrutiny,Membership of a political party,Membership of a political party declared in the register,False,2024-03-03,2024-10-10
D-002252,M-00731,Ramsey Town Council,Huntingdonshire District Council,Huntingdon North,Councillor,Planning,Directorship,Directorship declared in the register,False,2025-01-19,2025-05-16
D-002253,M-00731,Ramsey Town Council,Huntingdonshire District Council,Huntingdon North,Councillor,(none),Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2025-10-09,2025-11-07
D-002254,M-00732,Huntingdon Town Council,Huntingdonshire District Council,St Ives West,Chair,Corporate Governance,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2024-11-19,2025-01-20
D-002255,M-00733,St Ives Town Council,Huntingdonshire District Council,Alconbury,Councillor,Standards,Securities,Securities declared in the register,False,2023-10-15,2023-10-31
D-002256,M-00733,St Ives Town Council,Huntingdonshire District Council,Alconbury,Councillor,Standards,Contracts with the authority,Contracts with the authority declared in the register,False,2023-12-21,2024-01-22
D-002257,M-00733,St Ives Town Council,Huntingdonshire District Council,Alconbury,Councillor,Corporate Governance,Trade union membership,Trade union membership declared in the register,False,2024-09-05,2025-08-25
D-002258,M-00734,South Cambridgeshire District Council,South Cambridgeshire District Council,Yaxley,Councillor,Corporate Governance,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2024-12-17,2025-09-04
D-002259,M-00735,Huntingdon Town Council,Huntingdonshire District Council,Buckden,Councillor,Corporate Governance,Securities,Securities declared in the register,False,2023-12-22,2024-05-29
D-002260,M-00736,St Ives Town Council,Huntingdonshire District Council,Brampton,Mayor,Health and Wellbeing,Sensitive interest (withheld under s.32),,True,2024-09-09,2025-01-04
D-002261,M-00736,St Ives Town Council,Huntingdonshire District Council,Brampton,Mayor,Employment,Trade union membership,Trade union membership declared in the register,False,2023-08-27,2024-08-26
D-002262,M-00736,St Ives Town Council,Huntingdonshire District Council,Brampton,Mayor,Overview and Scrutiny,Contracts with the authority,Contracts with the authority declared in the register,False,2023-05-20,2024-05-02
D-002263,M-00736,St Ives Town Council,Huntingdonshire District Council,Brampton,Mayor,Employment,Securities,Securities declared in the register,False,2025-08-21,2025-11-27
D-002264,M-00737,Ramsey Town Council,Huntingdonshire District Council,Fenstanton,Councillor,Corporate Governance,Contracts with the authority,Contracts with the authority declared in the register,False,2024-04-30,2024-09-10
D-002265,M-00737,Ramsey Town Council,Huntingdonshire District Council,Fenstanton,Councillor,Audit and Governance,Membership of a political party,Membership of a political party declared in the register,False,2025-08-12,2026-05-22
D-002266,M-00738,Huntingdonshire District Council,Huntingdonshire District Council,Fenstanton,Councillor,Finance,"Employment, office, trade or profession",Employment declared in the register,False,2024-04-24,2025-03-09
D-002267,M-00739,Huntingdonshire District Council,Huntingdonshire District Council,St Ives East,Councillor,Licensing,Directorship,Directorship declared in the register,False,2025-02-03,2026-01-27
D-002268,M-00739,Huntingdonshire District Council,Huntingdonshire District Council,St Ives East,Councillor,Overview and Scrutiny,Licences to occupy land,Licences to occupy land declared in the register,False,2023-07-09,2023-08-21
D-002269,M-00739,Huntingdonshire District Council,Huntingdonshire District Council,St Ives East,Councillor,Health and Wellbeing,Land and property in the area,Land and property in the area declared in the register,False,2024-07-16,2024-09-05
D-002270,M-00739,Huntingdonshire District Council,Huntingdonshire District Council,St Ives East,Councillor,Licensing,Land and property in the area,Land and property in the area declared in the register,False,2025-10-14,2026-06-09
D-002271,M-00740,Huntingdonshire District Council,Huntingdonshire District Council,Somersham,Councillor,Corporate Governance,Contracts with the authority,Contracts with the authority declared in the register,False,2023-12-10,2024-08-25
D-002272,M-00740,Huntingdonshire District Council,Huntingdonshire District Council,Somersham,Councillor,Finance,Trade union membership,Trade union membership declared in the register,False,2023-06-06,2023-10-05
D-002273,M-00740,Huntingdonshire District Council,Huntingdonshire District Council,Somersham,Councillor,Environment,Sponsorship,Sponsorship declared in the register,False,2023-06-18,2024-02-20
D-002274,M-00740,Huntingdonshire District Council,Huntingdonshire District Council,Somersham,Councillor,Finance,Trade union membership,Trade union membership declared in the register,False,2024-01-13,2024-10-10
D-002275,M-00741,South Cambridgeshire District Council,South Cambridgeshire District Council,St Neots East,Councillor,Corporate Governance,"Employment, office, trade or profession",Employment declared in the register,False,2024-11-09,2025-03-27
D-002276,M-00741,South Cambridgeshire District Council,South Cambridgeshire District Council,St Neots East,Councillor,Planning,Sensitive interest (withheld under s.32),,True,2023-06-29,2024-07-24
D-002277,M-00742,Ramsey Town Council,Huntingdonshire District Council,St Neots East,Councillor,Corporate Governance,Membership of a political party,Membership of a political party declared in the register,False,2023-12-16,2024-02-24
D-002278,M-00742,Ramsey Town Council,Huntingdonshire District Council,St Neots East,Councillor,Overview and Scrutiny,Sensitive interest (withheld under s.32),,True,2024-11-17,2025-06-28
D-002279,M-00742,Ramsey Town Council,Huntingdonshire District Council,St Neots East,Councillor,(none),Licences to occupy land,Licences to occupy land declared in the register,False,2023-11-06,2024-07-14
D-002280,M-00742,Ramsey Town Council,Huntingdonshire District Council,St Neots East,Councillor,Corporate Governance,"Employment, office, trade or profession",Employment declared in the register,False,2024-11-10,2025-04-17
D-002281,M-00742,Ramsey Town Council,Huntingdonshire District Council,St Neots East,Councillor,Licensing,Membership of a political party,Membership of a political party declared in the register,False,2024-11-15,2025-12-14
D-002282,M-00743,St Ives Town Council,Huntingdonshire District Council,Little Paxton,Mayor,Corporate Governance,Membership of a political party,Membership of a political party declared in the register,False,2024-04-07,2024-10-14
D-002283,M-00743,St Ives Town Council,Huntingdonshire District Council,Little Paxton,Mayor,Finance,Directorship,Directorship declared in the register,False,2023-11-11,2023-11-23
D-002284,M-00743,St Ives Town Council,Huntingdonshire District Council,Little Paxton,Mayor,Planning,Licences to occupy land,Licences to occupy land declared in the register,False,2024-07-01,2025-05-24
D-002285,M-00743,St Ives Town Council,Huntingdonshire District Council,Little Paxton,Mayor,Overview and Scrutiny,Membership of a political party,Membership of a political party declared in the register,False,2024-09-15,2025-09-07
D-002286,M-00744,Huntingdonshire District Council,Huntingdonshire District Council,St Ives South,Cabinet Member,Audit and Governance,Contracts with the authority,Contracts with the authority declared in the register,False,2023-08-31,2024-03-28
D-002287,M-00744,Huntingdonshire District Council,Huntingdonshire District Council,St Ives South,Cabinet Member,Audit and Governance,Directorship,Directorship declared in the register,False,2025-08-01,2025-11-14
D-002288,M-00745,St Ives Town Council,Huntingdonshire District Council,Godmanchester,Chair,Finance,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2025-03-14,2025-12-19
D-002289,M-00745,St Ives Town Council,Huntingdonshire District Council,Godmanchester,Chair,Licensing,Trade union membership,Trade union membership declared in the register,False,2023-08-26,2024-08-27
D-002290,M-00745,St Ives Town Council,Huntingdonshire District Council,Godmanchester,Chair,Planning,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2023-12-16,2024-04-09
D-002291,M-00745,St Ives Town Council,Huntingdonshire District Council,Godmanchester,Chair,Corporate Governance,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2023-07-16,2023-08-13
D-002292,M-00746,Huntingdonshire District Council,Huntingdonshire District Council,Alconbury,Committee Member,Licensing,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2023-12-23,2024-08-03
D-002293,M-00746,Huntingdonshire District Council,Huntingdonshire District Council,Alconbury,Committee Member,Planning,Sensitive interest (withheld under s.32),,True,2024-03-09,2024-07-04
D-002294,M-00746,Huntingdonshire District Council,Huntingdonshire District Council,Alconbury,Committee Member,Finance,Contracts with the authority,Contracts with the authority declared in the register,False,2024-09-07,2024-12-03
D-002295,M-00746,Huntingdonshire District Council,Huntingdonshire District Council,Alconbury,Committee Member,Standards,Contracts with the authority,Contracts with the authority declared in the register,False,2025-03-26,2025-09-16
D-002296,M-00746,Huntingdonshire District Council,Huntingdonshire District Council,Alconbury,Committee Member,Health and Wellbeing,Sponsorship,Sponsorship declared in the register,False,2025-06-05,2025-08-07
D-002297,M-00747,Huntingdon Town Council,Huntingdonshire District Council,Brampton,Councillor,Corporate Governance,Securities,Securities declared in the register,False,2023-11-11,2024-05-09
D-002298,M-00747,Huntingdon Town Council,Huntingdonshire District Council,Brampton,Councillor,Audit and Governance,Sensitive interest (withheld under s.32),,True,2025-07-30,2026-02-21
D-002299,M-00747,Huntingdon Town Council,Huntingdonshire District Council,Brampton,Councillor,Finance,Membership of a political party,Membership of a political party declared in the register,False,2025-01-25,2025-03-13
D-002300,M-00747,Huntingdon Town Council,Huntingdonshire District Council,Brampton,Councillor,Licensing,Trade union membership,Trade union membership declared in the register,False,2024-04-09,2025-01-17
D-002301,M-00748,South Cambridgeshire District Council,South Cambridgeshire District Council,Hemingfords,Councillor,Employment,Sponsorship,Sponsorship declared in the register,False,2024-10-08,2025-06-25
D-002302,M-00748,South Cambridgeshire District Council,South Cambridgeshire District Council,Hemingfords,Councillor,Planning,Securities,Securities declared in the register,False,2025-10-08,2026-07-18
D-002303,M-00748,South Cambridgeshire District Council,South Cambridgeshire District Council,Hemingfords,Councillor,Corporate Governance,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2023-07-27,2023-08-16
D-002304,M-00748,South Cambridgeshire District Council,South Cambridgeshire District Council,Hemingfords,Councillor,Standards,Membership of a political party,Membership of a political party declared in the register,False,2025-09-03,2026-06-18
D-002305,M-00749,Huntingdonshire District Council,Huntingdonshire District Council,St Ives West,Councillor,Planning,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2025-01-30,2025-03-27
D-002306,M-00750,South Cambridgeshire District Council,South Cambridgeshire District Council,Hemingfords,Councillor,Environment,Membership of a political party,Membership of a political party declared in the register,False,2024-08-25,2024-12-16
D-002307,M-00751,Huntingdon Town Council,Huntingdonshire District Council,Buckden,Cabinet Member,Licensing,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2023-06-16,2023-12-26
D-002308,M-00752,South Cambridgeshire District Council,South Cambridgeshire District Council,Huntingdon North,Councillor,Finance,Contracts with the authority,Contracts with the authority declared in the register,False,2024-12-24,2025-04-12
D-002309,M-00752,South Cambridgeshire District Council,South Cambridgeshire District Council,Huntingdon North,Councillor,Audit and Governance,Trade union membership,Trade union membership declared in the register,False,2023-12-14,2024-10-16
D-002310,M-00752,South Cambridgeshire District Council,South Cambridgeshire District Council,Huntingdon North,Councillor,Overview and Scrutiny,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2024-07-22,2024-12-13
D-002311,M-00753,Cambridgeshire County Council,Cambridgeshire County Council,Yaxley,Committee Member,Audit and Governance,Licences to occupy land,Licences to occupy land declared in the register,False,2025-09-17,2026-08-11
D-002312,M-00753,Cambridgeshire County Council,Cambridgeshire County Council,Yaxley,Committee Member,Health and Wellbeing,Trade union membership,Trade union membership declared in the register,False,2024-01-26,2024-04-22
D-002313,M-00753,Cambridgeshire County Council,Cambridgeshire County Council,Yaxley,Committee Member,Finance,Licences to occupy land,Licences to occupy land declared in the register,False,2023-12-14,2024-11-09
D-002314,M-00753,Cambridgeshire County Council,Cambridgeshire County Council,Yaxley,Committee Member,Environment,Land and property in the area,Land and property in the area declared in the register,False,2025-06-11,2025-12-23
D-002315,M-00754,Ramsey Town Council,Huntingdonshire District Council,St Ives West,Cabinet Member,Finance,Sponsorship,Sponsorship declared in the register,False,2024-09-05,2025-01-02
D-002316,M-00754,Ramsey Town Council,Huntingdonshire District Council,St Ives West,Cabinet Member,Health and Wellbeing,Corporate tenancies,Corporate tenancies declared in the register,False,2023-06-16,2023-10-28
D-002317,M-00754,Ramsey Town Council,Huntingdonshire District Council,St Ives West,Cabinet Member,Finance,Directorship,Directorship declared in the register,False,2024-06-27,2024-08-01
D-002318,M-00754,Ramsey Town Council,Huntingdonshire District Council,St Ives West,Cabinet Member,(none),Sensitive interest (withheld under s.32),,True,2025-03-07,2025-04-23
D-002319,M-00755,Ramsey Town Council,Huntingdonshire District Council,St Ives East,Councillor,Health and Wellbeing,Membership of a political party,Membership of a political party declared in the register,False,2023-05-01,2023-09-18
D-002320,M-00755,Ramsey Town Council,Huntingdonshire District Council,St Ives East,Councillor,Employment,"Employment, office, trade or profession",Employment declared in the register,False,2024-12-22,2025-05-26
D-002321,M-00756,Huntingdon Town Council,Huntingdonshire District Council,St Ives West,Vice-Chair,Standards,Directorship,Directorship declared in the register,False,2024-12-24,2025-02-24
D-002322,M-00756,Huntingdon Town Council,Huntingdonshire District Council,St Ives West,Vice-Chair,(none),Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2024-06-01,2024-09-05
D-002323,M-00756,Huntingdon Town Council,Huntingdonshire District Council,St Ives West,Vice-Chair,(none),Sponsorship,Sponsorship declared in the register,False,2023-05-07,2023-06-27
D-002324,M-00757,South Cambridgeshire District Council,South Cambridgeshire District Council,Huntingdon West,Councillor,Standards,Directorship,Directorship declared in the register,False,2023-05-06,2023-12-07
D-002325,M-00757,South Cambridgeshire District Council,South Cambridgeshire District Council,Huntingdon West,Councillor,Corporate Governance,Membership of a political party,Membership of a political party declared in the register,False,2025-04-25,2026-01-24
D-002326,M-00757,South Cambridgeshire District Council,South Cambridgeshire District Council,Huntingdon West,Councillor,Audit and Governance,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2024-07-18,2025-07-20
D-002327,M-00757,South Cambridgeshire District Council,South Cambridgeshire District Council,Huntingdon West,Councillor,Audit and Governance,Membership of a political party,Membership of a political party declared in the register,False,2025-06-26,2026-04-08
D-002328,M-00757,South Cambridgeshire District Council,South Cambridgeshire District Council,Huntingdon West,Councillor,Corporate Governance,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2023-07-31,2024-07-06
D-002329,M-00758,Huntingdonshire District Council,Huntingdonshire District Council,Sawtry,Councillor,Planning,Licences to occupy land,Licences to occupy land declared in the register,False,2023-05-11,2024-05-19
D-002330,M-00758,Huntingdonshire District Council,Huntingdonshire District Council,Sawtry,Councillor,Health and Wellbeing,Licences to occupy land,Licences to occupy land declared in the register,False,2024-02-01,2025-02-08
D-002331,M-00759,St Ives Town Council,Huntingdonshire District Council,Ramsey,Councillor,Employment,Directorship,Directorship declared in the register,False,2024-04-15,2025-01-24
D-002332,M-00759,St Ives Town Council,Huntingdonshire District Council,Ramsey,Councillor,Audit and Governance,Securities,Securities declared in the register,False,2024-08-12,2025-04-01
D-002333,M-00759,St Ives Town Council,Huntingdonshire District Council,Ramsey,Councillor,Corporate Governance,Trade union membership,Trade union membership declared in the register,False,2025-02-18,2025-04-05
D-002334,M-00759,St Ives Town Council,Huntingdonshire District Council,Ramsey,Councillor,Licensing,Securities,Securities declared in the register,False,2023-11-25,2024-03-07
D-002335,M-00759,St Ives Town Council,Huntingdonshire District Council,Ramsey,Councillor,Health and Wellbeing,Directorship,Directorship declared in the register,False,2025-04-05,2025-08-04
D-002336,M-00760,South Cambridgeshire District Council,South Cambridgeshire District Council,Sawtry,Councillor,Standards,Licences to occupy land,Licences to occupy land declared in the register,False,2025-05-23,2025-10-22
D-002337,M-00760,South Cambridgeshire District Council,South Cambridgeshire District Council,Sawtry,Councillor,Licensing,"Employment, office, trade or profession",Employment declared in the register,False,2023-05-22,2024-05-28
D-002338,M-00760,South Cambridgeshire District Council,South Cambridgeshire District Council,Sawtry,Councillor,Audit and Governance,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2024-08-24,2024-09-06
D-002339,M-00760,South Cambridgeshire District Council,South Cambridgeshire District Council,Sawtry,Councillor,Planning,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2023-08-21,2024-05-30
D-002340,M-00761,St Ives Town Council,Huntingdonshire District Council,Warboys,Vice-Chair,Environment,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2025-07-16,2025-11-27
D-002341,M-00761,St Ives Town Council,Huntingdonshire District Council,Warboys,Vice-Chair,Corporate Governance,Trade union membership,Trade union membership declared in the register,False,2025-04-12,2025-09-29
D-002342,M-00761,St Ives Town Council,Huntingdonshire District Council,Warboys,Vice-Chair,Audit and Governance,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2024-03-21,2024-04-22
D-002343,M-00761,St Ives Town Council,Huntingdonshire District Council,Warboys,Vice-Chair,Corporate Governance,Directorship,Directorship declared in the register,False,2025-09-19,2026-07-26
D-002344,M-00761,St Ives Town Council,Huntingdonshire District Council,Warboys,Vice-Chair,Corporate Governance,Land and property in the area,Land and property in the area declared in the register,False,2025-05-23,2025-06-19
D-002345,M-00762,South Cambridgeshire District Council,South Cambridgeshire District Council,Hemingfords,Councillor,Planning,Land and property in the area,Land and property in the area declared in the register,False,2023-05-06,2023-11-28
D-002346,M-00763,Ramsey Town Council,Huntingdonshire District Council,Somersham,Cabinet Member,Overview and Scrutiny,Membership of a political party,Membership of a political party declared in the register,False,2023-08-26,2023-10-03
D-002347,M-00763,Ramsey Town Council,Huntingdonshire District Council,Somersham,Cabinet Member,Employment,Corporate tenancies,Corporate tenancies declared in the register,False,2025-07-14,2025-11-05
D-002348,M-00763,Ramsey Town Council,Huntingdonshire District Council,Somersham,Cabinet Member,Overview and Scrutiny,Corporate tenancies,Corporate tenancies declared in the register,False,2023-07-16,2023-11-05
D-002349,M-00763,Ramsey Town Council,Huntingdonshire District Council,Somersham,Cabinet Member,Health and Wellbeing,"Employment, office, trade or profession",Employment declared in the register,False,2024-04-30,2025-05-24
D-002350,M-00763,Ramsey Town Council,Huntingdonshire District Council,Somersham,Cabinet Member,Planning,Trade union membership,Trade union membership declared in the register,False,2024-08-01,2024-08-10
D-002351,M-00764,St Ives Town Council,Huntingdonshire District Council,Hemingfords,Committee Member,Licensing,Sponsorship,Sponsorship declared in the register,False,2023-11-28,2024-06-02
D-002352,M-00764,St Ives Town Council,Huntingdonshire District Council,Hemingfords,Committee Member,Health and Wellbeing,"Employment, office, trade or profession",Employment declared in the register,False,2025-05-10,2025-06-04
D-002353,M-00764,St Ives Town Council,Huntingdonshire District Council,Hemingfords,Committee Member,(none),Land and property in the area,Land and property in the area declared in the register,False,2024-08-11,2025-05-25
D-002354,M-00764,St Ives Town Council,Huntingdonshire District Council,Hemingfords,Committee Member,Finance,Sponsorship,Sponsorship declared in the register,False,2025-09-27,2026-02-09
D-002355,M-00765,St Ives Town Council,Huntingdonshire District Council,Huntingdon West,Vice-Chair,Employment,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2024-02-06,2024-08-30
D-002356,M-00766,Huntingdon Town Council,Huntingdonshire District Council,Sawtry,Cabinet Member,Audit and Governance,Directorship,Directorship declared in the register,False,2024-01-25,2025-02-14
D-002357,M-00766,Huntingdon Town Council,Huntingdonshire District Council,Sawtry,Cabinet Member,Standards,Land and property in the area,Land and property in the area declared in the register,False,2024-03-24,2025-04-08
D-002358,M-00766,Huntingdon Town Council,Huntingdonshire District Council,Sawtry,Cabinet Member,Environment,Contracts with the authority,Contracts with the authority declared in the register,False,2023-11-07,2024-04-29
D-002359,M-00766,Huntingdon Town Council,Huntingdonshire District Council,Sawtry,Cabinet Member,Licensing,Contracts with the authority,Contracts with the authority declared in the register,False,2024-05-25,2025-03-23
D-002360,M-00766,Huntingdon Town Council,Huntingdonshire District Council,Sawtry,Cabinet Member,Finance,Trade union membership,Trade union membership declared in the register,False,2025-04-19,2025-09-16
D-002361,M-00767,Cambridgeshire County Council,Cambridgeshire County Council,Sawtry,Chair,Employment,Sponsorship,Sponsorship declared in the register,False,2025-05-17,2025-09-07
D-002362,M-00767,Cambridgeshire County Council,Cambridgeshire County Council,Sawtry,Chair,Health and Wellbeing,Licences to occupy land,Licences to occupy land declared in the register,False,2023-08-15,2023-08-25
D-002363,M-00767,Cambridgeshire County Council,Cambridgeshire County Council,Sawtry,Chair,(none),Licences to occupy land,Licences to occupy land declared in the register,False,2024-06-25,2025-03-17
D-002364,M-00768,Cambridgeshire County Council,Cambridgeshire County Council,Yaxley,Councillor,Corporate Governance,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2023-05-06,2023-12-14
D-002365,M-00768,Cambridgeshire County Council,Cambridgeshire County Council,Yaxley,Councillor,Overview and Scrutiny,Securities,Securities declared in the register,False,2025-08-05,2025-12-17
D-002366,M-00769,St Ives Town Council,Huntingdonshire District Council,Fenstanton,Councillor,Employment,Sponsorship,Sponsorship declared in the register,False,2025-06-19,2025-12-13
D-002367,M-00769,St Ives Town Council,Huntingdonshire District Council,Fenstanton,Councillor,Planning,Contracts with the authority,Contracts with the authority declared in the register,False,2024-01-02,2024-02-02
D-002368,M-00769,St Ives Town Council,Huntingdonshire District Council,Fenstanton,Councillor,Corporate Governance,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2024-12-24,2025-01-17
D-002369,M-00769,St Ives Town Council,Huntingdonshire District Council,Fenstanton,Councillor,Finance,Securities,Securities declared in the register,False,2023-11-10,2023-11-26
D-002370,M-00770,Huntingdonshire District Council,Huntingdonshire District Council,Brampton,Vice-Chair,Planning,Land and property in the area,Land and property in the area declared in the register,False,2025-06-01,2025-07-10
D-002371,M-00770,Huntingdonshire District Council,Huntingdonshire District Council,Brampton,Vice-Chair,Corporate Governance,Membership of a political party,Membership of a political party declared in the register,False,2025-09-12,2026-01-25
D-002372,M-00770,Huntingdonshire District Council,Huntingdonshire District Council,Brampton,Vice-Chair,Audit and Governance,"Employment, office, trade or profession",Employment declared in the register,False,2025-06-26,2025-11-21
D-002373,M-00770,Huntingdonshire District Council,Huntingdonshire District Council,Brampton,Vice-Chair,Corporate Governance,Trade union membership,Trade union membership declared in the register,False,2025-04-18,2026-04-05
D-002374,M-00770,Huntingdonshire District Council,Huntingdonshire District Council,Brampton,Vice-Chair,Planning,Sensitive interest (withheld under s.32),,True,2025-09-03,2026-02-16
D-002375,M-00771,Huntingdonshire District Council,Huntingdonshire District Council,Yaxley,Committee Member,Finance,Membership of a political party,Membership of a political party declared in the register,False,2024-11-13,2024-12-06
D-002376,M-00772,Ramsey Town Council,Huntingdonshire District Council,Little Paxton,Councillor,Planning,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2025-08-06,2026-06-07
D-002377,M-00772,Ramsey Town Council,Huntingdonshire District Council,Little Paxton,Councillor,Environment,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2025-03-18,2025-09-23
D-002378,M-00772,Ramsey Town Council,Huntingdonshire District Council,Little Paxton,Councillor,Standards,Licences to occupy land,Licences to occupy land declared in the register,False,2025-06-05,2025-10-29
D-002379,M-00773,Huntingdonshire District Council,Huntingdonshire District Council,St Neots East,Committee Member,Planning,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2024-04-16,2024-05-18
D-002380,M-00773,Huntingdonshire District Council,Huntingdonshire District Council,St Neots East,Committee Member,Planning,Membership of a political party,Membership of a political party declared in the register,False,2024-06-23,2025-07-05
D-002381,M-00773,Huntingdonshire District Council,Huntingdonshire District Council,St Neots East,Committee Member,Health and Wellbeing,Directorship,Directorship declared in the register,False,2025-03-02,2025-04-30
D-002382,M-00773,Huntingdonshire District Council,Huntingdonshire District Council,St Neots East,Committee Member,Licensing,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2023-06-14,2024-06-13
D-002383,M-00773,Huntingdonshire District Council,Huntingdonshire District Council,St Neots East,Committee Member,Audit and Governance,"Employment, office, trade or profession",Employment declared in the register,False,2025-10-09,2025-11-27
D-002384,M-00774,Huntingdonshire District Council,Huntingdonshire District Council,St Neots East,Mayor,Employment,Sponsorship,Sponsorship declared in the register,False,2024-08-06,2025-01-18
D-002385,M-00774,Huntingdonshire District Council,Huntingdonshire District Council,St Neots East,Mayor,Health and Wellbeing,Contracts with the authority,Contracts with the authority declared in the register,False,2025-01-25,2025-08-24
D-002386,M-00775,Cambridgeshire County Council,Cambridgeshire County Council,Sawtry,Councillor,Health and Wellbeing,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2025-07-28,2026-07-28
D-002387,M-00775,Cambridgeshire County Council,Cambridgeshire County Council,Sawtry,Councillor,Licensing,Trade union membership,Trade union membership declared in the register,False,2023-10-11,2024-05-04
D-002388,M-00776,Cambridgeshire County Council,Cambridgeshire County Council,Huntingdon East,Councillor,Planning,"Employment, office, trade or profession",Employment declared in the register,False,2023-12-21,2024-12-03
D-002389,M-00777,South Cambridgeshire District Council,South Cambridgeshire District Council,Ramsey,Councillor,Planning,Directorship,Directorship declared in the register,False,2023-09-16,2024-01-01
D-002390,M-00777,South Cambridgeshire District Council,South Cambridgeshire District Council,Ramsey,Councillor,Environment,Corporate tenancies,Corporate tenancies declared in the register,False,2023-12-26,2024-10-04
D-002391,M-00777,South Cambridgeshire District Council,South Cambridgeshire District Council,Ramsey,Councillor,Overview and Scrutiny,Trade union membership,Trade union membership declared in the register,False,2024-09-01,2025-01-01
D-002392,M-00777,South Cambridgeshire District Council,South Cambridgeshire District Council,Ramsey,Councillor,Licensing,Contracts with the authority,Contracts with the authority declared in the register,False,2025-02-22,2025-06-29
D-002393,M-00777,South Cambridgeshire District Council,South Cambridgeshire District Council,Ramsey,Councillor,(none),Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2025-03-31,2025-06-01
D-002394,M-00778,Cambridgeshire County Council,Cambridgeshire County Council,Buckden,Cabinet Member,Employment,Securities,Securities declared in the register,False,2024-05-04,2024-06-05
D-002395,M-00778,Cambridgeshire County Council,Cambridgeshire County Council,Buckden,Cabinet Member,Health and Wellbeing,Contracts with the authority,Contracts with the authority declared in the register,False,2025-05-02,2025-08-11
D-002396,M-00778,Cambridgeshire County Council,Cambridgeshire County Council,Buckden,Cabinet Member,Overview and Scrutiny,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2024-10-04,2025-04-01
D-002397,M-00779,South Cambridgeshire District Council,South Cambridgeshire District Council,Yaxley,Councillor,Licensing,Securities,Securities declared in the register,False,2023-09-16,2024-04-17
D-002398,M-00779,South Cambridgeshire District Council,South Cambridgeshire District Council,Yaxley,Councillor,Planning,Licences to occupy land,Licences to occupy land declared in the register,False,2024-09-04,2025-02-28
D-002399,M-00779,South Cambridgeshire District Council,South Cambridgeshire District Council,Yaxley,Councillor,Audit and Governance,Directorship,Directorship declared in the register,False,2025-02-17,2025-11-28
D-002400,M-00780,Cambridgeshire County Council,Cambridgeshire County Council,Somersham,Committee Member,Environment,Contracts with the authority,Contracts with the authority declared in the register,False,2023-05-13,2023-12-19
D-002401,M-00780,Cambridgeshire County Council,Cambridgeshire County Council,Somersham,Committee Member,Employment,Land and property in the area,Land and property in the area declared in the register,False,2024-04-22,2024-12-09
D-002402,M-00780,Cambridgeshire County Council,Cambridgeshire County Council,Somersham,Committee Member,Overview and Scrutiny,Corporate tenancies,Corporate tenancies declared in the register,False,2025-07-16,2026-05-09
D-002403,M-00781,Huntingdonshire District Council,Huntingdonshire District Council,Huntingdon North,Cabinet Member,Planning,Directorship,Directorship declared in the register,False,2025-07-24,2026-03-21
D-002404,M-00781,Huntingdonshire District Council,Huntingdonshire District Council,Huntingdon North,Cabinet Member,Finance,Trade union membership,Trade union membership declared in the register,False,2025-07-06,2025-08-14
