region,alert_date,alert_level,in_alert_season,consecutive_days_at_level,issued_at
East of England,2023-03-10,Green,False,168,2023-03-10T09:00:00
East of England,2023-03-11,Green,False,169,2023-03-11T09:00:00
East of England,2023-03-12,Green,False,170,2023-03-12T09:00:00
East of England,2023-03-13,Green,False,171,2023-03-13T09:00:00
East of England,2023-03-14,Green,False,172,2023-03-14T09:00:00
East of England,2023-03-15,Green,False,173,2023-03-15T09:00:00
East of England,2023-03-16,Green,False,174,2023-03-16T09:00:00
East of England,2023-03-17,Green,False,175,2023-03-17T09:00:00
East of England,2023-03-18,Green,False,176,2023-03-18T09:00:00
East of England,2023-03-19,Green,False,177,2023-03-19T09:00:00
East of England,2023-03-20,Green,False,178,2023-03-20T09:00:00
East of England,2023-03-21,Green,False,179,2023-03-21T09:00:00
East of England,2023-03-22,Green,False,180,2023-03-22T09:00:00
East of England,2023-03-23,Green,False,181,2023-03-23T09:00:00
East of England,2023-03-24,Green,False,182,2023-03-24T09:00:00
East of England,2023-03-25,Green,False,183,2023-03-25T09:00:00
East of England,2023-03-26,Green,False,184,2023-03-26T09:00:00
East of England,2023-03-27,Green,False,185,2023-03-27T09:00:00
East of England,2023-03-28,Green,False,186,2023-03-28T09:00:00
East of England,2023-03-29,Green,False,187,2023-03-29T09:00:00
East of England,2023-03-30,Green,False,188,2023-03-30T09:00:00
East of England,2023-03-31,Green,False,189,2023-03-31T09:00:00
East of England,2023-04-01,Green,False,190,2023-04-01T09:00:00
East of England,2023-04-02,Green,False,191,2023-04-02T09:00:00
East of England,2023-04-03,Green,False,192,2023-04-03T09:00:00
East of England,2023-04-04,Green,False,193,2023-04-04T09:00:00
East of England,2023-04-05,Green,False,194,2023-04-05T09:00:00
East of England,2023-04-06,Green,False,195,2023-04-06T09:00:00
East of England,2023-04-07,Green,False,196,2023-04-07T09:00:00
East of England,2023-04-08,Green,False,197,2023-04-08T09:00:00
East of England,2023-04-09,Green,False,198,2023-04-09T09:00:00
East of England,2023-04-10,Green,False,199,2023-04-10T09:00:00
East of England,2023-04-11,Green,False,200,2023-04-11T09:00:00
East of England,2023-04-12,Green,False,201,2023-04-12T09:00:00
East of England,2023-04-13,Green,False,202,2023-04-13T09:00:00
East of England,2023-04-14,Green,False,203,2023-04-14T09:00:00
East of England,2023-04-15,Green,False,204,2023-04-15T09:00:00
East of England,2023-04-16,Green,False,205,2023-04-16T09:00:00
East of England,2023-04-17,Green,False,206,2023-04-17T09:00:00
East of England,2023-04-18,Green,False,207,2023-04-18T09:00:00
East of England,2023-04-19,Green,False,208,2023-04-19T09:00:00
East of England,2023-04-20,Green,False,209,2023-04-20T09:00:00
East of England,2023-04-21,Green,False,210,2023-04-21T09:00:00
East of England,2023-04-22,Green,False,211,2023-04-22T09:00:00
East of England,2023-04-23,Green,False,212,2023-04-23T09:00:00
East of England,2023-04-24,Green,False,213,2023-04-24T09:00:00
East of England,2023-04-25,Green,False,214,2023-04-25T09:00:00
East of England,2023-04-26,Green,False,215,2023-04-26T09:00:00
East of England,2023-04-27,Green,False,216,2023-04-27T09:00:00
East of England,2023-04-28,Green,False,217,2023-04-28T09:00:00
East of England,2023-04-29,Green,False,218,2023-04-29T09:00:00
East of England,2023-04-30,Green,False,219,2023-04-30T09:00:00
East of England,2023-05-01,Green,False,220,2023-05-01T09:00:00
East of England,2023-05-02,Green,False,221,2023-05-02T09:00:00
East of England,2023-05-03,Green,False,222,2023-05-03T09:00:00
East of England,2023-05-04,Green,False,223,2023-05-04T09:00:00
East of England,2023-05-05,Green,False,224,2023-05-05T09:00:00
East of England,2023-05-06,Green,False,225,2023-05-06T09:00:00
East of England,2023-05-07,Green,False,226,2023-05-07T09:00:00
East of England,2023-05-08,Green,False,227,2023-05-08T09:00:00
East of England,2023-05-09,Green,False,228,2023-05-09T09:00:00
East of England,2023-05-10,Green,False,229,2023-05-10T09:00:00
East of England,2023-05-11,Green,False,230,2023-05-11T09:00:00
East of England,2023-05-12,Green,False,231,2023-05-12T09:00:00
East of England,2023-05-13,Green,False,232,2023-05-13T09:00:00
East of England,2023-05-14,Green,False,233,2023-05-14T09:00:00
East of England,2023-05-15,Green,False,234,2023-05-15T09:00:00
East of England,2023-05-16,Green,False,235,2023-05-16T09:00:00
East of England,2023-05-17,Green,False,236,2023-05-17T09:00:00
East of England,2023-05-18,Green,False,237,2023-05-18T09:00:00
East of England,2023-05-19,Green,False,238,2023-05-19T09:00:00
East of England,2023-05-20,Green,False,239,2023-05-20T09:00:00
East of England,2023-05-21,Green,False,240,2023-05-21T09:00:00
East of England,2023-05-22,Green,False,241,2023-05-22T09:00:00
East of England,2023-05-23,Green,False,242,2023-05-23T09:00:00
East of England,2023-05-24,Green,False,243,2023-05-24T09:00:00
East of England,2023-05-25,Green,False,244,2023-05-25T09:00:00
East of England,2023-05-26,Green,False,245,2023-05-26T09:00:00
East of England,2023-05-27,Green,False,246,2023-05-27T09:00:00
East of England,2023-05-28,Green,False,247,2023-05-28T09:00:00
East of England,2023-05-29,Green,False,248,2023-05-29T09:00:00
East of England,2023-05-30,Green,False,249,2023-05-30T09:00:00
East of England,2023-05-31,Green,False,250,2023-05-31T09:00:00
East of England,2023-06-01,Green,True,251,2023-06-01T09:00:00
East of England,2023-06-02,Yellow,True,1,2023-06-02T09:00:00
East of England,2023-06-03,Green,True,1,2023-06-03T09:00:00
East of England,2023-06-04,Amber,True,1,2023-06-04T09:00:00
East of England,2023-06-05,Green,True,1,2023-06-05T09:00:00
East of England,2023-06-06,Green,True,2,2023-06-06T09:00:00
East of England,2023-06-07,Green,True,3,2023-06-07T09:00:00
East of England,2023-06-08,Green,True,4,2023-06-08T09:00:00
East of England,2023-06-09,Green,True,5,2023-06-09T09:00:00
East of England,2023-06-10,Green,True,6,2023-06-10T09:00:00
East of England,2023-06-11,Green,True,7,2023-06-11T09:00:00
East of England,2023-06-12,Green,True,8,2023-06-12T09:00:00
East of England,2023-06-13,Green,True,9,2023-06-13T09:00:00
East of England,2023-06-14,Green,True,10,2023-06-14T09:00:00
East of England,2023-06-15,Green,True,11,2023-06-15T09:00:00
East of England,2023-06-16,Green,True,12,2023-06-16T09:00:00
East of England,2023-06-17,Green,True,13,2023-06-17T09:00:00
East of England,2023-06-18,Green,True,14,2023-06-18T09:00:00
East of England,2023-06-19,Green,True,15,2023-06-19T09:00:00
East of England,2023-06-20,Yellow,True,1,2023-06-20T09:00:00
East of England,2023-06-21,Green,True,1,2023-06-21T09:00:00
East of England,2023-06-22,Green,True,2,2023-06-22T09:00:00
East of England,2023-06-23,Green,True,3,2023-06-23T09:00:00
East of England,2023-06-24,Green,True,4,2023-06-24T09:00:00
East of England,2023-06-25,Green,True,5,2023-06-25T09:00:00
East of England,2023-06-26,Green,True,6,2023-06-26T09:00:00
East of England,2023-06-27,Yellow,True,1,2023-06-27T09:00:00
East of England,2023-06-28,Green,True,1,2023-06-28T09:00:00
East of England,2023-06-29,Green,True,2,2023-06-29T09:00:00
East of England,2023-06-30,Green,True,3,2023-06-30T09:00:00
East of England,2023-07-01,Green,True,4,2023-07-01T09:00:00
East of England,2023-07-02,Green,True,5,2023-07-02T09:00:00
East of England,2023-07-03,Yellow,True,1,2023-07-03T09:00:00
East of England,2023-07-04,Green,True,1,2023-07-04T09:00:00
East of England,2023-07-05,Green,True,2,2023-07-05T09:00:00
East of England,2023-07-06,Yellow,True,1,2023-07-06T09:00:00
East of England,2023-07-07,Green,True,1,2023-07-07T09:00:00
East of England,2023-07-08,Green,True,2,2023-07-08T09:00:00
East of England,2023-07-09,Green,True,3,2023-07-09T09:00:00
East of England,2023-07-10,Yellow,True,1,2023-07-10T09:00:00
East of England,2023-07-11,Green,True,1,2023-07-11T09:00:00
East of England,2023-07-12,Yellow,True,1,2023-07-12T09:00:00
East of England,2023-07-13,Green,True,1,2023-07-13T09:00:00
East of England,2023-07-14,Green,True,2,2023-07-14T09:00:00
East of England,2023-07-15,Green,True,3,2023-07-15T09:00:00
East of England,2023-07-16,Green,True,4,2023-07-16T09:00:00
East of England,2023-07-17,Yellow,True,1,2023-07-17T09:00:00
East of England,2023-07-18,Green,True,1,2023-07-18T09:00:00
East of England,2023-07-19,Green,True,2,2023-07-19T09:00:00
East of England,2023-07-20,Green,True,3,2023-07-20T09:00:00
East of England,2023-07-21,Yellow,True,1,2023-07-21T09:00:00
East of England,2023-07-22,Green,True,1,2023-07-22T09:00:00
East of England,2023-07-23,Green,True,2,2023-07-23T09:00:00
East of England,2023-07-24,Green,True,3,2023-07-24T09:00:00
East of England,2023-07-25,Green,True,4,2023-07-25T09:00:00
East of England,2023-07-26,Yellow,True,1,2023-07-26T09:00:00
East of England,2023-07-27,Green,True,1,2023-07-27T09:00:00
East of England,2023-07-28,Green,True,2,2023-07-28T09:00:00
East of England,2023-07-29,Yellow,True,1,2023-07-29T09:00:00
East of England,2023-07-30,Green,True,1,2023-07-30T09:00:00
East of England,2023-07-31,Green,True,2,2023-07-31T09:00:00
East of England,2023-08-01,Green,True,3,2023-08-01T09:00:00
East of England,2023-08-02,Green,True,4,2023-08-02T09:00:00
East of England,2023-08-03,Green,True,5,2023-08-03T09:00:00
East of England,2023-08-04,Green,True,6,2023-08-04T09:00:00
East of England,2023-08-05,Green,True,7,2023-08-05T09:00:00
East of England,2023-08-06,Green,True,8,2023-08-06T09:00:00
East of England,2023-08-07,Yellow,True,1,2023-08-07T09:00:00
East of England,2023-08-08,Green,True,1,2023-08-08T09:00:00
East of England,2023-08-09,Green,True,2,2023-08-09T09:00:00
East of England,2023-08-10,Red,True,1,2023-08-10T09:00:00
East of England,2023-08-11,Green,True,1,2023-08-11T09:00:00
East of England,2023-08-12,Yellow,True,1,2023-08-12T09:00:00
East of England,2023-08-13,Green,True,1,2023-08-13T09:00:00
East of England,2023-08-14,Green,True,2,2023-08-14T09:00:00
East of England,2023-08-15,Green,True,3,2023-08-15T09:00:00
East of England,2023-08-16,Green,True,4,2023-08-16T09:00:00
East of England,2023-08-17,Green,True,5,2023-08-17T09:00:00
East of England,2023-08-18,Green,True,6,2023-08-18T09:00:00
East of England,2023-08-19,Green,True,7,2023-08-19T09:00:00
East of England,2023-08-20,Green,True,8,2023-08-20T09:00:00
East of England,2023-08-21,Yellow,True,1,2023-08-21T09:00:00
East of England,2023-08-22,Green,True,1,2023-08-22T09:00:00
East of England,2023-08-23,Green,True,2,2023-08-23T09:00:00
East of England,2023-08-24,Green,True,3,2023-08-24T09:00:00
East of England,2023-08-25,Green,True,4,2023-08-25T09:00:00
East of England,2023-08-26,Green,True,5,2023-08-26T09:00:00
East of England,2023-08-27,Green,True,6,2023-08-27T09:00:00
East of England,2023-08-28,Green,True,7,2023-08-28T09:00:00
East of England,2023-08-29,Green,True,8,2023-08-29T09:00:00
East of England,2023-08-30,Green,True,9,2023-08-30T09:00:00
East of England,2023-08-31,Green,True,10,2023-08-31T09:00:00
East of England,2023-09-01,Green,True,11,2023-09-01T09:00:00
East of England,2023-09-02,Green,True,12,2023-09-02T09:00:00
East of England,2023-09-03,Green,True,13,2023-09-03T09:00:00
East of England,2023-09-04,Green,True,14,2023-09-04T09:00:00
East of England,2023-09-05,Green,True,15,2023-09-05T09:00:00
East of England,2023-09-06,Yellow,True,1,2023-09-06T09:00:00
East of England,2023-09-07,Green,True,1,2023-09-07T09:00:00
East of England,2023-09-08,Green,True,2,2023-09-08T09:00:00
East of England,2023-09-09,Green,True,3,2023-09-09T09:00:00
East of England,2023-09-10,Yellow,True,1,2023-09-10T09:00:00
East of England,2023-09-11,Green,True,1,2023-09-11T09:00:00
East of England,2023-09-12,Green,True,2,2023-09-12T09:00:00
East of England,2023-09-13,Green,True,3,2023-09-13T09:00:00
East of England,2023-09-14,Yellow,True,1,2023-09-14T09:00:00
East of England,2023-09-15,Green,True,1,2023-09-15T09:00:00
East of England,2023-09-16,Amber,True,1,2023-09-16T09:00:00
East of England,2023-09-17,Green,True,1,2023-09-17T09:00:00
East of England,2023-09-18,Green,True,2,2023-09-18T09:00:00
East of England,2023-09-19,Green,True,3,2023-09-19T09:00:00
East of England,2023-09-20,Green,True,4,2023-09-20T09:00:00
East of England,2023-09-21,Green,True,5,2023-09-21T09:00:00
East of England,2023-09-22,Green,True,6,2023-09-22T09:00:00
East of England,2023-09-23,Green,True,7,2023-09-23T09:00:00
East of England,2023-09-24,Green,True,8,2023-09-24T09:00:00
East of England,2023-09-25,Green,True,9,2023-09-25T09:00:00
East of England,2023-09-26,Green,True,10,2023-09-26T09:00:00
East of England,2023-09-27,Green,True,11,2023-09-27T09:00:00
East of England,2023-09-28,Green,True,12,2023-09-28T09:00:00
East of England,2023-09-29,Green,True,13,2023-09-29T09:00:00
East of England,2023-09-30,Green,True,14,2023-09-30T09:00:00
East of England,2023-10-01,Green,False,15,2023-10-01T09:00:00
East of England,2023-10-02,Green,False,16,2023-10-02T09:00:00
East of England,2023-10-03,Green,False,17,2023-10-03T09:00:00
East of England,2023-10-04,Green,False,18,2023-10-04T09:00:00
East of England,2023-10-05,Green,False,19,2023-10-05T09:00:00
East of England,2023-10-06,Green,False,20,2023-10-06T09:00:00
East of England,2023-10-07,Green,False,21,2023-10-07T09:00:00
East of England,2023-10-08,Green,False,22,2023-10-08T09:00:00
East of England,2023-10-09,Green,False,23,2023-10-09T09:00:00
East of England,2023-10-10,Green,False,24,2023-10-10T09:00:00
East of England,2023-10-11,Green,False,25,2023-10-11T09:00:00
East of England,2023-10-12,Green,False,26,2023-10-12T09:00:00
East of England,2023-10-13,Green,False,27,2023-10-13T09:00:00
East of England,2023-10-14,Green,False,28,2023-10-14T09:00:00
East of England,2023-10-15,Green,False,29,2023-10-15T09:00:00
East of England,2023-10-16,Green,False,30,2023-10-16T09:00:00
East of England,2023-10-17,Green,False,31,2023-10-17T09:00:00
East of England,2023-10-18,Green,False,32,2023-10-18T09:00:00
East of England,2023-10-19,Green,False,33,2023-10-19T09:00:00
East of England,2023-10-20,Green,False,34,2023-10-20T09:00:00
East of England,2023-10-21,Green,False,35,2023-10-21T09:00:00
East of England,2023-10-22,Green,False,36,2023-10-22T09:00:00
East of England,2023-10-23,Green,False,37,2023-10-23T09:00:00
East of England,2023-10-24,Green,False,38,2023-10-24T09:00:00
East of England,2023-10-25,Green,False,39,2023-10-25T09:00:00
East of England,2023-10-26,Green,False,40,2023-10-26T09:00:00
East of England,2023-10-27,Green,False,41,2023-10-27T09:00:00
East of England,2023-10-28,Green,False,42,2023-10-28T09:00:00
East of England,2023-10-29,Green,False,43,2023-10-29T09:00:00
East of England,2023-10-30,Green,False,44,2023-10-30T09:00:00
East of England,2023-10-31,Green,False,45,2023-10-31T09:00:00
East of England,2023-11-01,Green,False,46,2023-11-01T09:00:00
East of England,2023-11-02,Green,False,47,2023-11-02T09:00:00
East of England,2023-11-03,Green,False,48,2023-11-03T09:00:00
East of England,2023-11-04,Green,False,49,2023-11-04T09:00:00
East of England,2023-11-05,Green,False,50,2023-11-05T09:00:00
East of England,2023-11-06,Green,False,51,2023-11-06T09:00:00
East of England,2023-11-07,Green,False,52,2023-11-07T09:00:00
East of England,2023-11-08,Green,False,53,2023-11-08T09:00:00
East of England,2023-11-09,Green,False,54,2023-11-09T09:00:00
East of England,2023-11-10,Green,False,55,2023-11-10T09:00:00
East of England,2023-11-11,Green,False,56,2023-11-11T09:00:00
East of England,2023-11-12,Green,False,57,2023-11-12T09:00:00
East of England,2023-11-13,Green,False,58,2023-11-13T09:00:00
East of England,2023-11-14,Green,False,59,2023-11-14T09:00:00
East of England,2023-11-15,Green,False,60,2023-11-15T09:00:00
East of England,2023-11-16,Green,False,61,2023-11-16T09:00:00
East of England,2023-11-17,Green,False,62,2023-11-17T09:00:00
East of England,2023-11-18,Green,False,63,2023-11-18T09:00:00
East of England,2023-11-19,Green,False,64,2023-11-19T09:00:00
East of England,2023-11-20,Green,False,65,2023-11-20T09:00:00
East of England,2023-11-21,Green,False,66,2023-11-21T09:00:00
East of England,2023-11-22,Green,False,67,2023-11-22T09:00:00
East of England,2023-11-23,Green,False,68,2023-11-23T09:00:00
East of England,2023-11-24,Green,False,69,2023-11-24T09:00:00
East of England,2023-11-25,Green,False,70,2023-11-25T09:00:00
East of England,2023-11-26,Green,False,71,2023-11-26T09:00:00
East of England,2023-11-27,Green,False,72,2023-11-27T09:00:00
East of England,2023-11-28,Green,False,73,2023-11-28T09:00:00
East of England,2023-11-29,Green,False,74,2023-11-29T09:00:00
East of England,2023-11-30,Green,False,75,2023-11-30T09:00:00
East of England,2023-12-01,Green,False,76,2023-12-01T09:00:00
East of England,2023-12-02,Green,False,77,2023-12-02T09:00:00
East of England,2023-12-03,Green,False,78,2023-12-03T09:00:00
East of England,2023-12-04,Green,False,79,2023-12-04T09:00:00
East of England,2023-12-05,Green,False,80,2023-12-05T09:00:00
East of England,2023-12-06,Green,False,81,2023-12-06T09:00:00
East of England,2023-12-07,Green,False,82,2023-12-07T09:00:00
East of England,2023-12-08,Green,False,83,2023-12-08T09:00:00
East of England,2023-12-09,Green,False,84,2023-12-09T09:00:00
East of England,2023-12-10,Green,False,85,2023-12-10T09:00:00
East of England,2023-12-11,Green,False,86,2023-12-11T09:00:00
East of England,2023-12-12,Green,False,87,2023-12-12T09:00:00
East of England,2023-12-13,Green,False,88,2023-12-13T09:00:00
East of England,2023-12-14,Green,False,89,2023-12-14T09:00:00
East of England,2023-12-15,Green,False,90,2023-12-15T09:00:00
East of England,2023-12-16,Green,False,91,2023-12-16T09:00:00
East of England,2023-12-17,Green,False,92,2023-12-17T09:00:00
East of England,2023-12-18,Green,False,93,2023-12-18T09:00:00
East of England,2023-12-19,Green,False,94,2023-12-19T09:00:00
East of England,2023-12-20,Green,False,95,2023-12-20T09:00:00
East of England,2023-12-21,Green,False,96,2023-12-21T09:00:00
East of England,2023-12-22,Green,False,97,2023-12-22T09:00:00
East of England,2023-12-23,Green,False,98,2023-12-23T09:00:00
East of England,2023-12-24,Green,False,99,2023-12-24T09:00:00
East of England,2023-12-25,Green,False,100,2023-12-25T09:00:00
East of England,2023-12-26,Green,False,101,2023-12-26T09:00:00
East of England,2023-12-27,Green,False,102,2023-12-27T09:00:00
East of England,2023-12-28,Green,False,103,2023-12-28T09:00:00
East of England,2023-12-29,Green,False,104,2023-12-29T09:00:00
East of England,2023-12-30,Green,False,105,2023-12-30T09:00:00
East of England,2023-12-31,Green,False,106,2023-12-31T09:00:00
East of England,2024-01-01,Green,False,107,2024-01-01T09:00:00
East of England,2024-01-02,Green,False,108,2024-01-02T09:00:00
East of England,2024-01-03,Green,False,109,2024-01-03T09:00:00
East of England,2024-01-04,Green,False,110,2024-01-04T09:00:00
East of England,2024-01-05,Green,False,111,2024-01-05T09:00:00
East of England,2024-01-06,Green,False,112,2024-01-06T09:00:00
East of England,2024-01-07,Green,False,113,2024-01-07T09:00:00
East of England,2024-01-08,Green,False,114,2024-01-08T09:00:00
East of England,2024-01-09,Green,False,115,2024-01-09T09:00:00
East of England,2024-01-10,Green,False,116,2024-01-10T09:00:00
East of England,2024-01-11,Green,False,117,2024-01-11T09:00:00
East of England,2024-01-12,Green,False,118,2024-01-12T09:00:00
East of England,2024-01-13,Green,False,119,2024-01-13T09:00:00
East of England,2024-01-14,Green,False,120,2024-01-14T09:00:00
East of England,2024-01-15,Green,False,121,2024-01-15T09:00:00
East of England,2024-01-16,Green,False,122,2024-01-16T09:00:00
East of England,2024-01-17,Green,False,123,2024-01-17T09:00:00
East of England,2024-01-18,Green,False,124,2024-01-18T09:00:00
East of England,2024-01-19,Green,False,125,2024-01-19T09:00:00
East of England,2024-01-20,Green,False,126,2024-01-20T09:00:00
East of England,2024-01-21,Green,False,127,2024-01-21T09:00:00
East of England,2024-01-22,Green,False,128,2024-01-22T09:00:00
East of England,2024-01-23,Green,False,129,2024-01-23T09:00:00
East of England,2024-01-24,Green,False,130,2024-01-24T09:00:00
East of England,2024-01-25,Green,False,131,2024-01-25T09:00:00
East of England,2024-01-26,Green,False,132,2024-01-26T09:00:00
East of England,2024-01-27,Green,False,133,2024-01-27T09:00:00
East of England,2024-01-28,Green,False,134,2024-01-28T09:00:00
East of England,2024-01-29,Green,False,135,2024-01-29T09:00:00
East of England,2024-01-30,Green,False,136,2024-01-30T09:00:00
East of England,2024-01-31,Green,False,137,2024-01-31T09:00:00
East of England,2024-02-01,Green,False,138,2024-02-01T09:00:00
East of England,2024-02-02,Green,False,139,2024-02-02T09:00:00
East of England,2024-02-03,Green,False,140,2024-02-03T09:00:00
East of England,2024-02-04,Green,False,141,2024-02-04T09:00:00
East of England,2024-02-05,Green,False,142,2024-02-05T09:00:00
East of England,2024-02-06,Green,False,143,2024-02-06T09:00:00
East of England,2024-02-07,Green,False,144,2024-02-07T09:00:00
East of England,2024-02-08,Green,False,145,2024-02-08T09:00:00
East of England,2024-02-09,Green,False,146,2024-02-09T09:00:00
East of England,2024-02-10,Green,False,147,2024-02-10T09:00:00
East of England,2024-02-11,Green,False,148,2024-02-11T09:00:00
East of England,2024-02-12,Green,False,149,2024-02-12T09:00:00
East of England,2024-02-13,Green,False,150,2024-02-13T09:00:00
East of England,2024-02-14,Green,False,151,2024-02-14T09:00:00
East of England,2024-02-15,Green,False,152,2024-02-15T09:00:00
East of England,2024-02-16,Green,False,153,2024-02-16T09:00:00
East of England,2024-02-17,Green,False,154,2024-02-17T09:00:00
East of England,2024-02-18,Green,False,155,2024-02-18T09:00:00
East of England,2024-02-19,Green,False,156,2024-02-19T09:00:00
East of England,2024-02-20,Green,False,157,2024-02-20T09:00:00
East of England,2024-02-21,Green,False,158,2024-02-21T09:00:00
East of England,2024-02-22,Green,False,159,2024-02-22T09:00:00
East of England,2024-02-23,Green,False,160,2024-02-23T09:00:00
East of England,2024-02-24,Green,False,161,2024-02-24T09:00:00
East of England,2024-02-25,Green,False,162,2024-02-25T09:00:00
East of England,2024-02-26,Green,False,163,2024-02-26T09:00:00
East of England,2024-02-27,Green,False,164,2024-02-27T09:00:00
East of England,2024-02-28,Green,False,165,2024-02-28T09:00:00
East of England,2024-02-29,Green,False,166,2024-02-29T09:00:00
East of England,2024-03-01,Green,False,167,2024-03-01T09:00:00
East of England,2024-03-02,Green,False,168,2024-03-02T09:00:00
East of England,2024-03-03,Green,False,169,2024-03-03T09:00:00
East of England,2024-03-04,Green,False,170,2024-03-04T09:00:00
East of England,2024-03-05,Green,False,171,2024-03-05T09:00:00
East of England,2024-03-06,Green,False,172,2024-03-06T09:00:00
East of England,2024-03-07,Green,False,173,2024-03-07T09:00:00
East of England,2024-03-08,Green,False,174,2024-03-08T09:00:00
East of England,2024-03-09,Green,False,175,2024-03-09T09:00:00
East of England,2024-03-10,Green,False,176,2024-03-10T09:00:00
East of England,2024-03-11,Green,False,177,2024-03-11T09:00:00
East of England,2024-03-12,Green,False,178,2024-03-12T09:00:00
East of England,2024-03-13,Green,False,179,2024-03-13T09:00:00
East of England,2024-03-14,Green,False,180,2024-03-14T09:00:00
East of England,2024-03-15,Green,False,181,2024-03-15T09:00:00
East of England,2024-03-16,Green,False,182,2024-03-16T09:00:00
East of England,2024-03-17,Green,False,183,2024-03-17T09:00:00
East of England,2024-03-18,Green,False,184,2024-03-18T09:00:00
East of England,2024-03-19,Green,False,185,2024-03-19T09:00:00
East of England,2024-03-20,Green,False,186,2024-03-20T09:00:00
East of England,2024-03-21,Green,False,187,2024-03-21T09:00:00
East of England,2024-03-22,Green,False,188,2024-03-22T09:00:00
East of England,2024-03-23,Green,False,189,2024-03-23T09:00:00
East of England,2024-03-24,Green,False,190,2024-03-24T09:00:00
East of England,2024-03-25,Green,False,191,2024-03-25T09:00:00
East of England,2024-03-26,Green,False,192,2024-03-26T09:00:00
East of England,2024-03-27,Green,False,193,2024-03-27T09:00:00
East of England,2024-03-28,Green,False,194,2024-03-28T09:00:00
East of England,2024-03-29,Green,False,195,2024-03-29T09:00:00
East of England,2024-03-30,Green,False,196,2024-03-30T09:00:00
East of England,2024-03-31,Green,False,197,2024-03-31T09:00:00
East of England,2024-04-01,Green,False,198,2024-04-01T09:00:00
East of England,2024-04-02,Green,False,199,2024-04-02T09:00:00
East of England,2024-04-03,Green,False,200,2024-04-03T09:00:00
East of England,2024-04-04,Green,False,201,2024-04-04T09:00:00
East of England,2024-04-05,Green,False,202,2024-04-05T09:00:00
East of England,2024-04-06,Green,False,203,2024-04-06T09:00:00
East of England,2024-04-07,Green,False,204,2024-04-07T09:00:00
East of England,2024-04-08,Green,False,205,2024-04-08T09:00:00
East of England,2024-04-09,Green,False,206,2024-04-09T09:00:00
East of England,2024-04-10,Green,False,207,2024-04-10T09:00:00
East of England,2024-04-11,Green,False,208,2024-04-11T09:00:00
East of England,2024-04-12,Green,False,209,2024-04-12T09:00:00
East of England,2024-04-13,Green,False,210,2024-04-13T09:00:00
East of England,2024-04-14,Green,False,211,2024-04-14T09:00:00
East of England,2024-04-15,Green,False,212,2024-04-15T09:00:00
East of England,2024-04-16,Green,False,213,2024-04-16T09:00:00
East of England,2024-04-17,Green,False,214,2024-04-17T09:00:00
East of England,2024-04-18,Green,False,215,2024-04-18T09:00:00
East of England,2024-04-19,Green,False,216,2024-04-19T09:00:00
East of England,2024-04-20,Green,False,217,2024-04-20T09:00:00
East of England,2024-04-21,Green,False,218,2024-04-21T09:00:00
East of England,2024-04-22,Green,False,219,2024-04-22T09:00:00
East of England,2024-04-23,Green,False,220,2024-04-23T09:00:00
East of England,2024-04-24,Green,False,221,2024-04-24T09:00:00
East of England,2024-04-25,Green,False,222,2024-04-25T09:00:00
East of England,2024-04-26,Green,False,223,2024-04-26T09:00:00
East of England,2024-04-27,Green,False,224,2024-04-27T09:00:00
East of England,2024-04-28,Green,False,225,2024-04-28T09:00:00
East of England,2024-04-29,Green,False,226,2024-04-29T09:00:00
East of England,2024-04-30,Green,False,227,2024-04-30T09:00:00
East of England,2024-05-01,Green,False,228,2024-05-01T09:00:00
East of England,2024-05-02,Green,False,229,2024-05-02T09:00:00
East of England,2024-05-03,Green,False,230,2024-05-03T09:00:00
East of England,2024-05-04,Green,False,231,2024-05-04T09:00:00
East of England,2024-05-05,Green,False,232,2024-05-05T09:00:00
East of England,2024-05-06,Green,False,233,2024-05-06T09:00:00
East of England,2024-05-07,Green,False,234,2024-05-07T09:00:00
East of England,2024-05-08,Green,False,235,2024-05-08T09:00:00
East of England,2024-05-09,Green,False,236,2024-05-09T09:00:00
East of England,2024-05-10,Green,False,237,2024-05-10T09:00:00
East of England,2024-05-11,Green,False,238,2024-05-11T09:00:00
East of England,2024-05-12,Green,False,239,2024-05-12T09:00:00
East of England,2024-05-13,Green,False,240,2024-05-13T09:00:00
East of England,2024-05-14,Green,False,241,2024-05-14T09:00:00
East of England,2024-05-15,Green,False,242,2024-05-15T09:00:00
East of England,2024-05-16,Green,False,243,2024-05-16T09:00:00
East of England,2024-05-17,Green,False,244,2024-05-17T09:00:00
East of England,2024-05-18,Green,False,245,2024-05-18T09:00:00
East of England,2024-05-19,Green,False,246,2024-05-19T09:00:00
East of England,2024-05-20,Green,False,247,2024-05-20T09:00:00
East of England,2024-05-21,Green,False,248,2024-05-21T09:00:00
East of England,2024-05-22,Green,False,249,2024-05-22T09:00:00
East of England,2024-05-23,Green,False,250,2024-05-23T09:00:00
East of England,2024-05-24,Green,False,251,2024-05-24T09:00:00
East of England,2024-05-25,Green,False,252,2024-05-25T09:00:00
East of England,2024-05-26,Green,False,253,2024-05-26T09:00:00
East of England,2024-05-27,Green,False,254,2024-05-27T09:00:00
East of England,2024-05-28,Green,False,255,2024-05-28T09:00:00
East of England,2024-05-29,Green,False,256,2024-05-29T09:00:00
East of England,2024-05-30,Green,False,257,2024-05-30T09:00:00
East of England,2024-05-31,Green,False,258,2024-05-31T09:00:00
